id,ingredients,Label
716549,6.0,Pizza
715742,,Pizza
727333,5.0,Pizza
606874,7.0,Pizza
505318,3.0,Pizza
605771,6.0,Pizza
606929,3.5,Pizza
609789,5.0,Pizza
644623,5.0,Pizza
626792,9.0,Pizza
714863,10.0,Pizza
602805,6.0,Pizza
602526,4.0,Pizza
497421,4.0,Pizza
389328,8.0,Pizza
289931,5.0,Pizza
620148,7.0,Pizza
387155,6.0,Pizza
516975,,Pizza
630825,6.0,Pizza
614043,10.0,Pizza
521125,5.0,Pizza
627780,5.0,Pizza
492744,10.0,Pizza
618747,,Pizza
607815,6.0,Pizza
601609,10.0,Pizza
602657,5.0,Pizza
616449,,Pizza
501893,5.0,Pizza
507448,,Pizza
606556,3.0,Pizza
724326,11.0,Pizza
616945,5.0,Pizza
630962,4.0,Pizza
715814,,Pizza
502799,8.0,Pizza
605278,4.0,Pizza
388888,8.0,Pizza
519548,5.5,Pizza
405521,3.0,Pizza
607410,8.0,Pizza
715795,8.0,Pizza
625326,5.0,Pizza
627220,5.0,Pizza
634964,5.0,Pizza
722500,10.0,Pizza
602824,5.0,Pizza
618355,5.0,Pizza
611097,7.0,Pizza
634328,5.0,Pizza
607160,10.0,Pizza
728522,6.0,Pizza
718570,5.0,Pizza
714598,5.0,Pizza
601950,4.0,Pizza
612478,3.0,Pizza
501416,7.5,Pizza
629710,8.0,Pizza
502610,3.5,Pizza
603476,8.0,Pizza
600957,10.0,Pizza
713423,15.0,Pizza
722431,5.0,Pizza
633234,6.0,Pizza
148179,5.0,Pizza
715845,9.0,Pizza
632153,10.0,Pizza
606552,6.0,Pizza
738409,4.0,Pizza
612096,6.0,Pizza
743537,5.0,Pizza
632896,10.0,Pizza
605207,3.0,Pizza
617542,,Pizza
719554,3.0,Pizza
627427,4.0,Pizza
411315,7.0,Pizza
631507,8.0,Pizza
627798,8.0,Pizza
712093,10.0,Pizza
627488,10.0,Pizza
626493,5.0,Pizza
601363,7.0,Pizza
712898,8.0,Pizza
603398,10.0,Pizza
631012,7.0,Pizza
601848,6.0,Pizza
612131,5.0,Pizza
408630,5.0,Pizza
632091,5.0,Pizza
601122,7.0,Pizza
602871,5.0,Pizza
520828,9.0,Pizza
514199,7.0,Pizza
389697,6.0,Pizza
714430,10.0,Pizza
612567,6.0,Pizza
744468,3.0,Pizza
502722,6.0,Pizza
519681,10.0,Pizza
631125,5.0,Pizza
606119,6.5,Pizza
627252,8.0,Pizza
616568,3.0,Pizza
603838,5.0,Pizza
719735,,Pizza
608062,10.0,Pizza
608704,3.0,Pizza
520383,,Pizza
603793,4.0,Pizza
603933,4.5,Pizza
605519,6.0,Pizza
524803,4.0,Pizza
629712,5.0,Pizza
627505,7.0,Pizza
526131,,Pizza
607065,5.0,Pizza
500077,8.0,Pizza
633350,7.0,Pizza
601945,7.0,Pizza
629878,3.0,Pizza
712766,7.5,Pizza
603664,8.0,Pizza
840827,6.0,Pizza
604897,15.0,Pizza
525422,3.0,Pizza
602560,3.0,Pizza
738379,8.5,Pizza
622023,3.0,Pizza
604770,8.0,Pizza
608318,7.0,Pizza
626757,5.0,Pizza
745297,5.0,Pizza
627599,6.0,Pizza
520037,4.0,Pizza
632189,4.0,Pizza
627636,3.0,Pizza
295428,,Pizza
228777,5.0,Pizza
609278,6.0,Pizza
614089,4.0,Pizza
607517,7.0,Pizza
714607,6.0,Pizza
716650,,Pizza
497695,4.0,Pizza
496858,7.0,Pizza
608688,3.0,Pizza
604386,6.0,Pizza
628559,,Pizza
715152,7.0,Pizza
604110,4.0,Pizza
629010,6.0,Pizza
605254,5.0,Pizza
628990,5.0,Pizza
625295,6.0,Pizza
603415,8.0,Pizza
635533,6.0,Pizza
630389,3.0,Pizza
714901,,Pizza
629792,7.0,Pizza
629025,4.0,Pizza
524441,6.0,Pizza
389109,8.0,Pizza
631216,5.0,Pizza
738875,3.0,Pizza
634669,4.0,Pizza
409940,6.0,Pizza
399605,5.0,Pizza
721831,8.0,Pizza
835223,5.0,Pizza
712938,5.0,Pizza
395712,5.0,Pizza
603388,7.0,Pizza
617774,3.0,Pizza
289440,5.0,Pizza
714503,3.5,Pizza
714893,5.0,Pizza
601094,7.0,Pizza
618150,5.0,Pizza
607944,5.0,Pizza
629844,4.0,Pizza
626482,5.0,Pizza
609257,5.0,Pizza
717921,8.0,Pizza
181851,5.0,Pizza
629041,3.0,Pizza
604062,,Pizza
716749,4.0,Pizza
633143,,Pizza
743828,10.0,Pizza
520861,4.0,Pizza
517019,5.0,Pizza
626779,,Pizza
611716,3.0,Pizza
193195,5.0,Pizza
627530,7.0,Pizza
626479,3.0,Pizza
624540,3.0,Pizza
625315,8.0,Pizza
601941,4.0,Pizza
723968,21.0,Pizza
715806,10.0,Pizza
720045,8.0,Pizza
713585,6.0,Pizza
611188,4.0,Pizza
606726,10.0,Pizza
629142,5.0,Pizza
634825,7.0,Pizza
613409,8.0,Pizza
633224,4.0,Pizza
738850,6.0,Pizza
500470,6.0,Pizza
13183,6.0,Pizza
627169,15.0,Pizza
229041,5.0,Pizza
496344,8.0,Pizza
409723,11.0,Pizza
630949,7.0,Pizza
413014,7.0,Pizza
310438,4.0,Pizza
627430,4.0,Pizza
526510,4.0,Pizza
390823,4.0,Pizza
717116,8.0,Pizza
712143,6.0,Pizza
612538,6.0,Pizza
627539,4.0,Pizza
603812,5.0,Pizza
740568,10.0,Pizza
712702,7.0,Pizza
519638,7.0,Pizza
627800,4.0,Pizza
406863,5.0,Pizza
726962,10.0,Pizza
628077,10.0,Pizza
601693,6.0,Pizza
517096,3.5,Pizza
606821,5.0,Pizza
455047,4.0,Pizza
625576,10.0,Pizza
716549,8.0,Shawarma
715742,,Shawarma
727333,3.0,Shawarma
606874,10.0,Shawarma
505318,10.0,Shawarma
605771,5.0,Shawarma
606929,,Shawarma
609789,4.0,Shawarma
644623,5.0,Shawarma
626792,13.0,Shawarma
714863,10.0,Shawarma
602805,10.0,Shawarma
602526,9.0,Shawarma
497421,3.0,Shawarma
389328,5.0,Shawarma
289931,6.0,Shawarma
620148,5.0,Shawarma
387155,10.0,Shawarma
516975,12.0,Shawarma
630825,4.0,Shawarma
614043,,Shawarma
521125,8.0,Shawarma
627780,5.0,Shawarma
492744,8.0,Shawarma
618747,,Shawarma
607815,8.0,Shawarma
601609,8.0,Shawarma
602657,10.0,Shawarma
616449,,Shawarma
501893,5.0,Shawarma
507448,,Shawarma
606556,3.0,Shawarma
724326,7.0,Shawarma
616945,5.0,Shawarma
630962,5.0,Shawarma
715814,5.5,Shawarma
502799,6.0,Shawarma
605278,4.0,Shawarma
388888,10.0,Shawarma
519548,8.0,Shawarma
405521,3.0,Shawarma
607410,5.0,Shawarma
715795,6.0,Shawarma
625326,6.0,Shawarma
627220,8.0,Shawarma
634964,3.0,Shawarma
722500,4.0,Shawarma
602824,5.0,Shawarma
618355,8.0,Shawarma
611097,6.0,Shawarma
634328,10.0,Shawarma
607160,5.0,Shawarma
728522,10.0,Shawarma
718570,10.0,Shawarma
714598,7.0,Shawarma
601950,4.0,Shawarma
612478,8.0,Shawarma
501416,9.0,Shawarma
629710,15.0,Shawarma
502610,,Shawarma
603476,9.0,Shawarma
600957,11.0,Shawarma
713423,8.0,Shawarma
722431,7.0,Shawarma
633234,5.0,Shawarma
148179,10.0,Shawarma
715845,10.0,Shawarma
632153,6.0,Shawarma
606552,6.0,Shawarma
738409,8.0,Shawarma
612096,7.0,Shawarma
743537,5.0,Shawarma
632896,5.0,Shawarma
605207,5.0,Shawarma
617542,5.0,Shawarma
719554,3.0,Shawarma
627427,6.0,Shawarma
411315,5.0,Shawarma
631507,7.0,Shawarma
627798,10.0,Shawarma
712093,7.0,Shawarma
627488,12.0,Shawarma
626493,7.0,Shawarma
601363,12.0,Shawarma
712898,9.0,Shawarma
603398,7.0,Shawarma
631012,11.0,Shawarma
601848,5.0,Shawarma
612131,7.0,Shawarma
408630,3.0,Shawarma
632091,8.0,Shawarma
601122,12.0,Shawarma
602871,3.0,Shawarma
520828,4.0,Shawarma
514199,6.0,Shawarma
389697,10.0,Shawarma
714430,10.0,Shawarma
612567,4.0,Shawarma
744468,5.0,Shawarma
502722,7.5,Shawarma
519681,20.0,Shawarma
631125,8.0,Shawarma
606119,5.0,Shawarma
627252,15.0,Shawarma
616568,5.0,Shawarma
603838,10.0,Shawarma
719735,,Shawarma
608062,7.0,Shawarma
608704,7.0,Shawarma
520383,6.0,Shawarma
603793,10.0,Shawarma
603933,8.0,Shawarma
605519,8.0,Shawarma
524803,4.0,Shawarma
629712,6.0,Shawarma
627505,10.0,Shawarma
526131,,Shawarma
607065,7.0,Shawarma
500077,15.0,Shawarma
633350,12.0,Shawarma
601945,6.0,Shawarma
629878,5.5,Shawarma
712766,10.0,Shawarma
603664,8.0,Shawarma
840827,4.0,Shawarma
604897,6.0,Shawarma
525422,6.0,Shawarma
602560,7.5,Shawarma
738379,9.0,Shawarma
622023,8.0,Shawarma
604770,9.0,Shawarma
608318,10.0,Shawarma
626757,5.0,Shawarma
745297,6.0,Shawarma
627599,7.0,Shawarma
520037,7.0,Shawarma
632189,6.0,Shawarma
627636,4.0,Shawarma
295428,,Shawarma
228777,10.0,Shawarma
609278,8.0,Shawarma
614089,6.0,Shawarma
607517,6.0,Shawarma
714607,5.0,Shawarma
716650,10.0,Shawarma
497695,5.0,Shawarma
496858,,Shawarma
608688,5.0,Shawarma
604386,4.0,Shawarma
628559,8.0,Shawarma
715152,9.0,Shawarma
604110,4.0,Shawarma
629010,10.0,Shawarma
605254,10.0,Shawarma
628990,6.0,Shawarma
625295,7.0,Shawarma
603415,12.0,Shawarma
635533,5.0,Shawarma
630389,7.0,Shawarma
714901,,Shawarma
629792,7.0,Shawarma
629025,9.0,Shawarma
524441,7.0,Shawarma
389109,5.0,Shawarma
631216,8.0,Shawarma
738875,7.0,Shawarma
634669,4.0,Shawarma
409940,5.0,Shawarma
399605,6.0,Shawarma
721831,6.0,Shawarma
835223,5.0,Shawarma
712938,10.0,Shawarma
395712,2.0,Shawarma
603388,8.0,Shawarma
617774,10.0,Shawarma
289440,5.0,Shawarma
714503,3.5,Shawarma
714893,7.0,Shawarma
601094,12.0,Shawarma
618150,7.0,Shawarma
607944,7.0,Shawarma
629844,6.0,Shawarma
626482,7.0,Shawarma
609257,10.0,Shawarma
717921,20.0,Shawarma
181851,7.0,Shawarma
629041,6.0,Shawarma
604062,,Shawarma
716749,7.0,Shawarma
633143,9.0,Shawarma
743828,8.0,Shawarma
520861,7.0,Shawarma
517019,9.0,Shawarma
626779,,Shawarma
611716,5.0,Shawarma
193195,15.0,Shawarma
627530,8.0,Shawarma
626479,6.0,Shawarma
624540,5.0,Shawarma
625315,9.0,Shawarma
601941,6.0,Shawarma
723968,25.0,Shawarma
715806,5.0,Shawarma
720045,8.0,Shawarma
713585,5.0,Shawarma
611188,6.0,Shawarma
606726,7.0,Shawarma
629142,10.0,Shawarma
634825,10.0,Shawarma
613409,6.0,Shawarma
633224,7.0,Shawarma
738850,8.0,Shawarma
500470,5.0,Shawarma
13183,10.0,Shawarma
627169,8.0,Shawarma
229041,7.0,Shawarma
496344,3.0,Shawarma
409723,15.0,Shawarma
630949,7.0,Shawarma
413014,8.5,Shawarma
310438,7.0,Shawarma
627430,8.0,Shawarma
526510,8.0,Shawarma
390823,5.0,Shawarma
717116,5.0,Shawarma
712143,8.0,Shawarma
612538,10.0,Shawarma
627539,6.0,Shawarma
603812,7.0,Shawarma
740568,6.0,Shawarma
712702,4.0,Shawarma
519638,7.0,Shawarma
627800,7.0,Shawarma
406863,8.0,Shawarma
726962,8.0,Shawarma
628077,15.0,Shawarma
601693,7.0,Shawarma
517096,9.0,Shawarma
606821,8.0,Shawarma
455047,4.0,Shawarma
625576,12.0,Shawarma
716549,5.0,Sushi
715742,,Sushi
727333,4.0,Sushi
606874,3.0,Sushi
505318,10.0,Sushi
605771,5.0,Sushi
606929,5.0,Sushi
609789,3.0,Sushi
644623,3.0,Sushi
626792,10.0,Sushi
714863,4.0,Sushi
602805,11.0,Sushi
602526,5.0,Sushi
497421,4.0,Sushi
389328,4.0,Sushi
289931,5.0,Sushi
620148,3.0,Sushi
387155,4.0,Sushi
516975,10.0,Sushi
630825,4.0,Sushi
614043,5.0,Sushi
521125,4.0,Sushi
627780,2.0,Sushi
492744,6.0,Sushi
618747,,Sushi
607815,3.0,Sushi
601609,10.0,Sushi
602657,4.0,Sushi
616449,,Sushi
501893,2.0,Sushi
507448,,Sushi
606556,4.0,Sushi
724326,5.0,Sushi
616945,3.0,Sushi
630962,2.0,Sushi
715814,,Sushi
502799,4.0,Sushi
605278,5.0,Sushi
388888,5.0,Sushi
519548,3.0,Sushi
405521,2.0,Sushi
607410,3.0,Sushi
715795,6.0,Sushi
625326,3.0,Sushi
627220,6.0,Sushi
634964,2.0,Sushi
722500,3.0,Sushi
602824,5.0,Sushi
618355,4.0,Sushi
611097,5.0,Sushi
634328,15.0,Sushi
607160,7.0,Sushi
728522,5.0,Sushi
718570,5.0,Sushi
714598,3.0,Sushi
601950,2.0,Sushi
612478,4.0,Sushi
501416,3.5,Sushi
629710,3.0,Sushi
502610,2.5,Sushi
603476,4.0,Sushi
600957,8.0,Sushi
713423,4.0,Sushi
722431,6.0,Sushi
633234,4.0,Sushi
148179,5.0,Sushi
715845,7.0,Sushi
632153,3.0,Sushi
606552,4.0,Sushi
738409,3.0,Sushi
612096,5.0,Sushi
743537,4.0,Sushi
632896,6.0,Sushi
605207,4.0,Sushi
617542,2.5,Sushi
719554,1.0,Sushi
627427,2.0,Sushi
411315,5.0,Sushi
631507,5.0,Sushi
627798,4.0,Sushi
712093,5.0,Sushi
627488,7.0,Sushi
626493,4.0,Sushi
601363,5.0,Sushi
712898,4.0,Sushi
603398,10.0,Sushi
631012,9.0,Sushi
601848,5.0,Sushi
612131,6.0,Sushi
408630,5.0,Sushi
632091,6.0,Sushi
601122,5.0,Sushi
602871,3.0,Sushi
520828,3.0,Sushi
514199,7.0,Sushi
389697,4.0,Sushi
714430,10.0,Sushi
612567,3.0,Sushi
744468,3.0,Sushi
502722,,Sushi
519681,4.0,Sushi
631125,6.0,Sushi
606119,5.0,Sushi
627252,3.0,Sushi
616568,2.0,Sushi
603838,8.0,Sushi
719735,1.5,Sushi
608062,5.0,Sushi
608704,5.0,Sushi
520383,4.0,Sushi
603793,6.0,Sushi
603933,10.0,Sushi
605519,4.0,Sushi
524803,2.5,Sushi
629712,4.0,Sushi
627505,6.0,Sushi
526131,,Sushi
607065,4.0,Sushi
500077,20.0,Sushi
633350,5.0,Sushi
601945,5.0,Sushi
629878,4.5,Sushi
712766,4.5,Sushi
603664,2.0,Sushi
840827,4.0,Sushi
604897,4.0,Sushi
525422,4.0,Sushi
602560,3.5,Sushi
738379,6.0,Sushi
622023,5.0,Sushi
604770,4.0,Sushi
608318,6.0,Sushi
626757,3.0,Sushi
745297,4.0,Sushi
627599,3.0,Sushi
520037,4.0,Sushi
632189,3.0,Sushi
627636,3.0,Sushi
295428,,Sushi
228777,7.0,Sushi
609278,5.0,Sushi
614089,3.0,Sushi
607517,6.0,Sushi
714607,4.0,Sushi
716650,5.0,Sushi
497695,6.0,Sushi
496858,,Sushi
608688,5.0,Sushi
604386,3.0,Sushi
628559,8.0,Sushi
715152,9.0,Sushi
604110,5.0,Sushi
629010,5.0,Sushi
605254,4.0,Sushi
628990,5.0,Sushi
625295,9.0,Sushi
603415,8.0,Sushi
635533,3.0,Sushi
630389,3.0,Sushi
714901,,Sushi
629792,5.0,Sushi
629025,9.0,Sushi
524441,6.0,Sushi
389109,5.0,Sushi
631216,5.0,Sushi
738875,5.0,Sushi
634669,4.0,Sushi
409940,2.0,Sushi
399605,3.0,Sushi
721831,5.0,Sushi
835223,5.0,Sushi
712938,3.0,Sushi
395712,4.0,Sushi
603388,3.0,Sushi
617774,10.0,Sushi
289440,2.0,Sushi
714503,2.0,Sushi
714893,5.0,Sushi
601094,8.0,Sushi
618150,3.0,Sushi
607944,4.0,Sushi
629844,3.0,Sushi
626482,4.0,Sushi
609257,3.0,Sushi
717921,10.0,Sushi
181851,4.0,Sushi
629041,4.0,Sushi
604062,,Sushi
716749,4.5,Sushi
633143,5.0,Sushi
743828,5.0,Sushi
520861,4.0,Sushi
517019,3.0,Sushi
626779,,Sushi
611716,3.0,Sushi
193195,3.0,Sushi
627530,5.0,Sushi
626479,5.0,Sushi
624540,3.0,Sushi
625315,7.0,Sushi
601941,4.0,Sushi
723968,12.0,Sushi
715806,5.0,Sushi
720045,5.0,Sushi
713585,5.0,Sushi
611188,4.0,Sushi
606726,4.0,Sushi
629142,3.5,Sushi
634825,3.0,Sushi
613409,3.0,Sushi
633224,5.0,Sushi
738850,5.0,Sushi
500470,3.0,Sushi
13183,4.0,Sushi
627169,5.0,Sushi
229041,4.0,Sushi
496344,3.0,Sushi
409723,7.0,Sushi
630949,5.0,Sushi
413014,6.0,Sushi
310438,4.0,Sushi
627430,9.0,Sushi
526510,5.0,Sushi
390823,3.0,Sushi
717116,7.0,Sushi
712143,4.0,Sushi
612538,3.0,Sushi
627539,4.0,Sushi
603812,2.0,Sushi
740568,3.0,Sushi
712702,3.0,Sushi
519638,,Sushi
627800,5.0,Sushi
406863,5.0,Sushi
726962,5.0,Sushi
628077,5.0,Sushi
601693,5.0,Sushi
517096,2.5,Sushi
606821,8.0,Sushi
455047,4.0,Sushi
625576,8.0,Sushi
747734,5.0,Pizza
517064,7.5,Pizza
387330,15.0,Pizza
746750,10.0,Pizza
629285,4.0,Pizza
743488,4.0,Pizza
523710,8.0,Pizza
635179,6.0,Pizza
313562,8.0,Pizza
712670,,Pizza
635627,7.0,Pizza
524485,10.0,Pizza
632320,,Pizza
633520,,Pizza
606905,7.0,Pizza
393424,7.0,Pizza
618333,,Pizza
628558,7.0,Pizza
613776,6.0,Pizza
317214,4.0,Pizza
628093,5.0,Pizza
411781,4.0,Pizza
525567,6.0,Pizza
634455,3.5,Pizza
498848,13.0,Pizza
638838,4.0,Pizza
411253,8.0,Pizza
410165,5.0,Pizza
608554,8.0,Pizza
602394,3.0,Pizza
743623,,Pizza
87783,3.0,Pizza
632431,,Pizza
744091,7.0,Pizza
519570,10.0,Pizza
744484,15.0,Pizza
508149,5.0,Pizza
524992,8.0,Pizza
413570,5.0,Pizza
306207,12.0,Pizza
634468,3.0,Pizza
522205,5.0,Pizza
5978,6.0,Pizza
742611,,Pizza
631198,7.0,Pizza
606150,,Pizza
313577,,Pizza
629700,3.0,Pizza
630928,5.0,Pizza
607286,17.5,Pizza
607609,8.0,Pizza
522890,4.0,Pizza
630227,3.0,Pizza
603607,4.0,Pizza
617029,5.0,Pizza
617462,4.0,Pizza
633001,10.0,Pizza
634690,5.0,Pizza
630198,4.0,Pizza
520507,7.0,Pizza
635065,3.0,Pizza
613209,3.0,Pizza
605452,6.0,Pizza
24137,7.0,Pizza
518809,5.0,Pizza
634646,4.0,Pizza
508156,6.0,Pizza
632909,10.0,Pizza
414734,4.0,Pizza
630250,,Pizza
411810,3.0,Pizza
214145,10.0,Pizza
628986,4.0,Pizza
211158,7.0,Pizza
507382,5.0,Pizza
522877,5.0,Pizza
635024,5.0,Pizza
602845,7.0,Pizza
519822,,Pizza
600849,4.0,Pizza
605148,8.0,Pizza
631600,,Pizza
716142,4.0,Pizza
525853,4.5,Pizza
835124,5.0,Pizza
634764,7.0,Pizza
630117,3.0,Pizza
631531,8.0,Pizza
714062,4.0,Pizza
629156,7.0,Pizza
498563,9.0,Pizza
625319,,Pizza
723931,,Pizza
526497,6.0,Pizza
630999,5.0,Pizza
97339,5.5,Pizza
631909,5.0,Pizza
625349,3.5,Pizza
632299,3.0,Pizza
616634,9.0,Pizza
616836,5.0,Pizza
609116,5.0,Pizza
626789,5.0,Pizza
