id,parents,siblings,friends,teachers,strangers,Label
716549,0,0,1,0,0,Pizza
715742,0,0,1,1,1,Pizza
727333,0,0,1,0,0,Pizza
606874,0,1,1,1,0,Pizza
505318,0,1,1,0,0,Pizza
605771,0,1,1,0,0,Pizza
606929,0,0,1,0,0,Pizza
609789,0,0,1,0,0,Pizza
644623,0,0,0,0,0,Pizza
626792,1,1,1,0,0,Pizza
714863,0,0,1,0,0,Pizza
602805,1,0,1,0,0,Pizza
602526,1,1,1,0,0,Pizza
497421,0,0,1,0,0,Pizza
389328,0,1,1,0,0,Pizza
289931,0,0,1,0,0,Pizza
620148,0,0,1,0,1,Pizza
387155,1,1,1,0,1,Pizza
516975,0,0,1,0,0,Pizza
630825,1,0,0,0,0,Pizza
614043,0,1,1,0,0,Pizza
521125,1,1,1,1,0,Pizza
627780,0,0,1,1,0,Pizza
492744,1,0,1,0,0,Pizza
618747,0,0,1,0,0,Pizza
607815,0,0,1,1,0,Pizza
601609,0,0,1,0,0,Pizza
602657,0,0,1,1,0,Pizza
616449,1,0,1,0,0,Pizza
501893,0,1,1,0,0,Pizza
507448,0,0,1,0,0,Pizza
606556,0,0,0,1,0,Pizza
724326,0,0,1,0,0,Pizza
616945,0,0,0,1,0,Pizza
630962,0,0,1,1,0,Pizza
715814,1,0,1,1,0,Pizza
502799,1,1,1,0,0,Pizza
605278,0,0,1,1,1,Pizza
388888,0,0,1,0,0,Pizza
519548,1,1,1,1,0,Pizza
405521,0,0,1,0,0,Pizza
607410,0,1,0,1,0,Pizza
715795,1,0,1,1,0,Pizza
625326,0,1,1,1,0,Pizza
627220,0,0,1,0,0,Pizza
634964,1,0,1,0,0,Pizza
722500,1,1,1,1,0,Pizza
602824,1,1,1,0,0,Pizza
618355,0,0,1,1,1,Pizza
611097,0,1,1,0,0,Pizza
634328,1,1,1,0,0,Pizza
607160,0,0,0,1,0,Pizza
728522,0,1,1,1,0,Pizza
718570,0,0,1,0,1,Pizza
714598,1,1,1,1,0,Pizza
601950,0,0,1,0,0,Pizza
612478,1,1,1,0,0,Pizza
501416,0,0,0,1,1,Pizza
629710,1,1,1,0,0,Pizza
502610,1,1,1,0,0,Pizza
603476,1,1,1,0,0,Pizza
600957,0,1,0,0,0,Pizza
713423,1,1,1,1,0,Pizza
722431,0,0,1,0,0,Pizza
633234,0,1,1,1,0,Pizza
148179,0,0,1,0,0,Pizza
715845,0,0,1,0,0,Pizza
632153,0,0,1,0,0,Pizza
606552,1,1,1,0,0,Pizza
738409,0,0,0,1,1,Pizza
612096,1,0,1,1,0,Pizza
743537,0,0,1,0,1,Pizza
632896,0,1,1,0,1,Pizza
605207,0,0,1,0,0,Pizza
617542,0,0,1,0,0,Pizza
719554,0,0,1,0,1,Pizza
627427,0,0,1,0,1,Pizza
411315,0,0,1,0,1,Pizza
631507,0,0,1,0,0,Pizza
627798,0,0,1,0,0,Pizza
712093,0,0,0,1,1,Pizza
627488,0,0,1,1,0,Pizza
626493,1,1,1,1,0,Pizza
601363,0,1,1,1,0,Pizza
712898,1,0,0,0,0,Pizza
603398,0,0,1,0,0,Pizza
631012,1,1,1,0,0,Pizza
601848,1,1,1,1,0,Pizza
612131,1,1,0,1,0,Pizza
408630,0,1,1,1,0,Pizza
632091,1,1,1,1,0,Pizza
601122,1,1,1,0,1,Pizza
602871,0,0,1,0,0,Pizza
520828,0,1,1,0,0,Pizza
514199,0,0,1,0,0,Pizza
389697,0,0,1,1,0,Pizza
714430,0,0,1,0,0,Pizza
612567,0,1,1,0,0,Pizza
744468,0,0,1,0,0,Pizza
502722,0,1,1,0,0,Pizza
519681,0,0,1,0,0,Pizza
631125,1,1,0,0,0,Pizza
606119,0,0,1,0,0,Pizza
627252,0,1,1,0,0,Pizza
616568,1,1,1,0,0,Pizza
603838,0,0,1,0,0,Pizza
719735,0,0,1,0,0,Pizza
608062,0,0,1,1,0,Pizza
608704,1,1,1,1,0,Pizza
520383,0,0,1,1,0,Pizza
603793,0,0,1,0,1,Pizza
603933,0,0,1,0,0,Pizza
605519,0,0,1,1,0,Pizza
524803,0,0,1,1,0,Pizza
629712,0,0,1,0,0,Pizza
627505,1,1,0,0,0,Pizza
526131,0,0,1,1,0,Pizza
607065,0,1,1,0,0,Pizza
500077,0,0,0,1,0,Pizza
633350,0,0,1,1,1,Pizza
601945,1,0,1,1,0,Pizza
629878,0,0,1,0,0,Pizza
712766,0,1,1,1,0,Pizza
603664,0,0,0,0,1,Pizza
840827,0,0,1,0,0,Pizza
604897,0,0,1,1,1,Pizza
525422,0,0,1,0,0,Pizza
602560,0,0,1,0,0,Pizza
738379,1,1,1,0,0,Pizza
622023,0,0,1,0,0,Pizza
604770,0,0,1,0,0,Pizza
608318,0,0,1,0,0,Pizza
626757,0,0,1,0,1,Pizza
745297,1,0,1,1,0,Pizza
627599,1,1,1,1,0,Pizza
520037,0,0,1,1,1,Pizza
632189,0,0,1,0,0,Pizza
627636,0,0,1,0,0,Pizza
295428,0,1,1,1,1,Pizza
228777,0,0,0,1,0,Pizza
609278,1,1,1,1,0,Pizza
614089,0,1,0,0,0,Pizza
607517,0,1,1,0,0,Pizza
714607,0,1,1,0,0,Pizza
716650,0,0,1,1,1,Pizza
497695,0,0,1,0,0,Pizza
496858,1,1,1,1,0,Pizza
608688,1,1,1,1,0,Pizza
604386,1,0,1,0,0,Pizza
628559,0,0,1,0,0,Pizza
715152,0,0,1,0,0,Pizza
604110,1,0,1,0,0,Pizza
629010,1,0,1,1,1,Pizza
605254,0,0,1,0,0,Pizza
628990,1,1,1,1,0,Pizza
625295,0,0,1,0,0,Pizza
603415,0,0,1,0,0,Pizza
635533,0,0,1,0,0,Pizza
630389,0,0,1,0,0,Pizza
714901,0,0,1,0,0,Pizza
629792,1,1,1,0,0,Pizza
629025,0,0,1,0,1,Pizza
524441,0,1,1,0,0,Pizza
389109,0,0,1,0,0,Pizza
631216,0,0,1,0,0,Pizza
738875,1,1,1,1,1,Pizza
634669,1,1,1,1,0,Pizza
409940,1,0,1,0,0,Pizza
399605,1,0,1,0,0,Pizza
721831,1,1,1,0,0,Pizza
835223,0,0,1,0,1,Pizza
712938,0,0,1,0,0,Pizza
395712,0,0,1,1,1,Pizza
603388,0,0,1,0,0,Pizza
617774,1,0,0,1,0,Pizza
289440,0,0,1,0,1,Pizza
714503,0,0,1,0,0,Pizza
714893,0,1,1,0,0,Pizza
601094,0,1,1,0,0,Pizza
618150,0,1,1,0,0,Pizza
607944,0,0,1,0,0,Pizza
629844,1,1,1,1,0,Pizza
626482,0,0,1,0,0,Pizza
609257,0,1,1,1,0,Pizza
717921,0,0,1,1,0,Pizza
181851,0,0,1,0,0,Pizza
629041,0,0,1,0,1,Pizza
604062,0,1,1,0,0,Pizza
716749,0,0,0,0,1,Pizza
633143,0,0,1,0,0,Pizza
743828,0,0,1,0,1,Pizza
520861,0,0,1,0,0,Pizza
517019,1,1,1,1,0,Pizza
626779,0,1,1,0,0,Pizza
611716,1,1,0,0,0,Pizza
193195,0,0,1,1,0,Pizza
627530,0,0,1,0,0,Pizza
626479,1,0,1,0,0,Pizza
624540,0,0,1,0,1,Pizza
625315,1,1,1,1,1,Pizza
601941,0,0,0,1,1,Pizza
723968,0,0,1,1,0,Pizza
715806,1,1,1,1,0,Pizza
720045,0,0,1,1,0,Pizza
713585,0,0,1,1,0,Pizza
611188,0,0,1,1,0,Pizza
606726,0,0,1,0,1,Pizza
629142,1,0,0,1,0,Pizza
634825,1,0,1,1,0,Pizza
613409,0,0,1,0,0,Pizza
633224,0,0,1,0,0,Pizza
738850,1,1,0,1,0,Pizza
500470,0,0,1,0,0,Pizza
13183,1,0,1,0,0,Pizza
627169,1,0,1,0,0,Pizza
229041,1,1,1,0,0,Pizza
496344,0,0,1,1,0,Pizza
409723,1,1,0,1,0,Pizza
630949,0,1,1,0,0,Pizza
413014,0,0,1,1,0,Pizza
310438,0,1,1,1,0,Pizza
627430,0,1,1,0,1,Pizza
526510,0,0,0,0,1,Pizza
390823,0,0,1,0,0,Pizza
717116,0,0,1,0,0,Pizza
712143,1,0,0,0,0,Pizza
612538,0,0,1,1,0,Pizza
627539,0,1,1,0,0,Pizza
603812,0,0,1,0,0,Pizza
740568,0,0,1,1,1,Pizza
712702,0,0,1,1,1,Pizza
519638,1,0,1,0,0,Pizza
627800,0,0,1,0,1,Pizza
406863,0,0,1,1,0,Pizza
726962,0,0,1,0,0,Pizza
628077,1,1,1,1,1,Pizza
601693,0,1,1,0,0,Pizza
517096,0,1,1,1,0,Pizza
606821,0,1,1,0,1,Pizza
455047,0,0,1,0,0,Pizza
625576,0,1,1,1,0,Pizza
716549,0,0,0,1,0,Shawarma
715742,0,0,1,0,1,Shawarma
727333,0,1,0,0,0,Shawarma
606874,0,0,1,0,0,Shawarma
505318,1,1,0,0,0,Shawarma
605771,0,0,1,0,0,Shawarma
606929,0,0,1,0,0,Shawarma
609789,0,0,0,0,1,Shawarma
644623,0,0,0,0,1,Shawarma
626792,0,0,1,1,0,Shawarma
714863,0,0,0,0,1,Shawarma
602805,0,0,1,0,1,Shawarma
602526,0,1,1,0,0,Shawarma
497421,0,0,1,0,1,Shawarma
389328,0,1,1,0,1,Shawarma
289931,0,0,1,0,0,Shawarma
620148,0,0,1,0,0,Shawarma
387155,0,1,1,0,0,Shawarma
516975,0,1,1,0,0,Shawarma
630825,0,1,1,0,0,Shawarma
614043,1,0,1,0,0,Shawarma
521125,0,1,1,0,0,Shawarma
627780,0,0,0,0,1,Shawarma
492744,0,0,1,0,0,Shawarma
618747,0,0,1,0,0,Shawarma
607815,0,0,0,0,1,Shawarma
601609,1,0,0,0,0,Shawarma
602657,0,0,1,0,0,Shawarma
616449,0,0,1,0,1,Shawarma
501893,0,0,0,0,1,Shawarma
507448,0,0,0,0,1,Shawarma
606556,0,0,1,0,0,Shawarma
724326,0,0,1,0,0,Shawarma
616945,0,0,1,0,0,Shawarma
630962,0,0,1,0,1,Shawarma
715814,0,0,1,0,1,Shawarma
502799,0,0,1,0,0,Shawarma
605278,0,0,1,0,0,Shawarma
388888,0,0,1,0,1,Shawarma
519548,0,0,1,0,1,Shawarma
405521,0,0,1,0,1,Shawarma
607410,1,0,1,0,0,Shawarma
715795,1,0,1,0,1,Shawarma
625326,0,0,1,0,1,Shawarma
627220,0,0,1,0,1,Shawarma
634964,0,0,1,0,0,Shawarma
722500,0,0,0,0,1,Shawarma
602824,0,0,0,0,1,Shawarma
618355,0,0,1,0,1,Shawarma
611097,0,0,1,0,0,Shawarma
634328,0,1,1,0,0,Shawarma
607160,0,0,0,0,1,Shawarma
728522,0,0,1,0,1,Shawarma
718570,0,0,1,1,0,Shawarma
714598,0,0,1,0,0,Shawarma
601950,0,0,1,0,1,Shawarma
612478,0,0,1,0,0,Shawarma
501416,0,1,1,1,0,Shawarma
629710,1,1,1,0,0,Shawarma
502610,0,0,1,0,0,Shawarma
603476,1,1,1,0,0,Shawarma
600957,1,0,0,0,0,Shawarma
713423,0,0,0,0,1,Shawarma
722431,0,0,0,1,0,Shawarma
633234,0,0,1,0,0,Shawarma
148179,0,0,1,0,0,Shawarma
715845,0,0,0,0,1,Shawarma
632153,0,0,1,0,1,Shawarma
606552,1,1,0,0,1,Shawarma
738409,0,0,1,0,0,Shawarma
612096,0,0,1,0,1,Shawarma
743537,0,1,0,0,0,Shawarma
632896,0,0,1,0,1,Shawarma
605207,1,0,0,0,0,Shawarma
617542,0,0,0,0,1,Shawarma
719554,0,0,0,0,1,Shawarma
627427,0,0,1,0,0,Shawarma
411315,0,0,1,1,0,Shawarma
631507,0,0,1,0,0,Shawarma
627798,0,0,1,0,1,Shawarma
712093,1,0,1,0,0,Shawarma
627488,0,0,1,0,1,Shawarma
626493,0,0,1,0,1,Shawarma
601363,0,1,1,0,1,Shawarma
712898,0,0,1,0,0,Shawarma
603398,1,1,0,0,0,Shawarma
631012,0,1,1,0,0,Shawarma
601848,0,0,0,0,1,Shawarma
612131,0,0,1,0,0,Shawarma
408630,0,0,1,0,0,Shawarma
632091,0,1,1,0,0,Shawarma
601122,1,0,1,0,0,Shawarma
602871,0,0,1,0,0,Shawarma
520828,0,0,1,0,0,Shawarma
514199,0,0,0,1,1,Shawarma
389697,0,0,1,0,0,Shawarma
714430,1,0,0,0,0,Shawarma
612567,0,0,0,0,1,Shawarma
744468,1,1,0,0,0,Shawarma
502722,0,1,1,0,0,Shawarma
519681,0,0,0,0,1,Shawarma
631125,1,0,0,0,0,Shawarma
606119,0,0,1,0,1,Shawarma
627252,0,0,1,0,1,Shawarma
616568,0,0,1,0,0,Shawarma
603838,0,0,1,0,0,Shawarma
719735,0,0,1,1,1,Shawarma
608062,0,0,1,0,0,Shawarma
608704,0,0,1,0,0,Shawarma
520383,0,0,1,0,1,Shawarma
603793,1,0,1,1,0,Shawarma
603933,0,0,0,0,1,Shawarma
605519,1,1,0,0,1,Shawarma
524803,0,0,1,0,1,Shawarma
629712,0,1,1,0,0,Shawarma
627505,0,0,1,0,0,Shawarma
526131,0,0,1,0,1,Shawarma
607065,1,0,1,0,1,Shawarma
500077,1,1,1,0,0,Shawarma
633350,0,1,1,0,0,Shawarma
601945,0,0,1,0,1,Shawarma
629878,0,0,1,1,1,Shawarma
712766,1,0,1,0,1,Shawarma
603664,0,0,1,0,0,Shawarma
840827,1,0,0,0,0,Shawarma
604897,0,0,1,0,0,Shawarma
525422,1,1,0,0,0,Shawarma
602560,1,0,0,1,0,Shawarma
738379,0,0,1,0,0,Shawarma
622023,0,0,1,0,0,Shawarma
604770,1,1,1,0,0,Shawarma
608318,1,1,0,0,0,Shawarma
626757,0,0,1,0,0,Shawarma
745297,0,0,1,0,1,Shawarma
627599,0,1,1,0,0,Shawarma
520037,0,0,1,0,0,Shawarma
632189,0,0,0,0,1,Shawarma
627636,0,0,0,0,1,Shawarma
295428,0,1,1,0,0,Shawarma
228777,0,0,0,0,1,Shawarma
609278,0,0,1,0,0,Shawarma
614089,0,1,1,0,0,Shawarma
607517,0,0,1,0,0,Shawarma
714607,0,0,1,1,0,Shawarma
716650,0,0,0,0,1,Shawarma
497695,0,0,1,0,1,Shawarma
496858,0,0,1,0,0,Shawarma
608688,1,1,1,0,0,Shawarma
604386,0,0,0,0,1,Shawarma
628559,0,0,0,0,1,Shawarma
715152,0,0,1,0,0,Shawarma
604110,0,0,1,0,0,Shawarma
629010,1,0,0,0,1,Shawarma
605254,0,0,1,0,0,Shawarma
628990,1,1,0,0,0,Shawarma
625295,0,0,1,0,0,Shawarma
603415,0,0,1,0,1,Shawarma
635533,0,0,0,0,1,Shawarma
630389,0,0,1,0,0,Shawarma
714901,0,0,1,0,0,Shawarma
629792,1,0,1,0,0,Shawarma
629025,0,0,0,0,1,Shawarma
524441,0,0,0,0,1,Shawarma
389109,0,0,0,0,1,Shawarma
631216,0,0,1,0,0,Shawarma
738875,0,1,1,0,1,Shawarma
634669,0,0,0,0,1,Shawarma
409940,0,0,1,0,0,Shawarma
399605,0,0,1,0,0,Shawarma
721831,0,0,1,0,0,Shawarma
835223,0,0,1,0,0,Shawarma
712938,0,0,1,0,0,Shawarma
395712,1,1,0,0,0,Shawarma
603388,0,0,0,0,1,Shawarma
617774,0,0,1,0,1,Shawarma
289440,0,0,1,0,1,Shawarma
714503,0,1,1,0,1,Shawarma
714893,0,0,1,0,0,Shawarma
601094,0,0,1,0,0,Shawarma
618150,1,1,0,0,1,Shawarma
607944,0,0,1,0,0,Shawarma
629844,0,0,1,0,1,Shawarma
626482,1,1,0,0,0,Shawarma
609257,0,0,1,0,1,Shawarma
717921,0,0,1,0,0,Shawarma
181851,0,0,1,0,1,Shawarma
629041,0,0,1,0,0,Shawarma
604062,0,0,1,0,1,Shawarma
716749,0,0,1,0,0,Shawarma
633143,0,0,1,0,0,Shawarma
743828,0,1,1,0,1,Shawarma
520861,0,0,0,0,1,Shawarma
517019,0,0,1,0,0,Shawarma
626779,0,0,0,0,1,Shawarma
611716,0,1,0,0,0,Shawarma
193195,0,0,1,0,1,Shawarma
627530,0,0,1,0,0,Shawarma
626479,0,0,1,0,0,Shawarma
624540,0,0,1,0,0,Shawarma
625315,1,1,1,0,0,Shawarma
601941,0,0,1,0,0,Shawarma
723968,0,0,1,0,0,Shawarma
715806,0,0,0,0,1,Shawarma
720045,0,0,0,0,1,Shawarma
713585,0,0,1,0,1,Shawarma
611188,0,0,1,0,1,Shawarma
606726,0,1,1,0,0,Shawarma
629142,0,0,1,0,1,Shawarma
634825,0,0,1,0,0,Shawarma
613409,0,0,0,0,1,Shawarma
633224,0,0,1,0,1,Shawarma
738850,1,0,0,0,1,Shawarma
500470,0,0,1,0,0,Shawarma
13183,0,0,0,0,1,Shawarma
627169,0,0,1,1,0,Shawarma
229041,0,0,1,0,0,Shawarma
496344,0,1,1,0,0,Shawarma
409723,0,0,1,0,0,Shawarma
630949,1,1,1,0,0,Shawarma
413014,0,0,1,0,1,Shawarma
310438,1,1,0,0,0,Shawarma
627430,1,1,0,0,0,Shawarma
526510,0,0,1,1,0,Shawarma
390823,0,0,1,0,1,Shawarma
717116,0,0,0,0,1,Shawarma
712143,0,0,1,0,0,Shawarma
612538,0,0,1,1,0,Shawarma
627539,0,0,0,1,0,Shawarma
603812,0,0,1,0,1,Shawarma
740568,0,0,1,0,0,Shawarma
712702,0,0,1,0,0,Shawarma
519638,0,0,1,0,1,Shawarma
627800,0,0,0,1,1,Shawarma
406863,0,0,1,0,0,Shawarma
726962,0,0,1,0,0,Shawarma
628077,0,0,1,0,1,Shawarma
601693,0,0,1,0,1,Shawarma
517096,0,0,1,0,0,Shawarma
606821,0,0,1,0,0,Shawarma
455047,0,0,1,0,0,Shawarma
625576,0,1,1,0,1,Shawarma
716549,0,0,1,0,0,Sushi
715742,0,0,1,0,0,Sushi
727333,1,0,0,0,0,Sushi
606874,1,0,0,0,0,Sushi
505318,0,1,1,0,0,Sushi
605771,0,1,1,0,0,Sushi
606929,0,0,1,0,0,Sushi
609789,0,0,1,0,0,Sushi
644623,1,0,1,0,0,Sushi
626792,0,0,1,0,1,Sushi
714863,0,1,0,0,0,Sushi
602805,0,0,1,0,0,Sushi
602526,1,1,1,0,0,Sushi
497421,1,1,1,0,0,Sushi
389328,0,0,0,1,0,Sushi
289931,1,0,1,0,0,Sushi
620148,1,0,1,0,0,Sushi
387155,1,1,1,0,1,Sushi
516975,1,1,1,0,0,Sushi
630825,0,0,1,0,0,Sushi
614043,0,0,1,0,1,Sushi
521125,0,1,1,0,0,Sushi
627780,1,0,1,0,0,Sushi
492744,0,1,1,0,0,Sushi
618747,0,0,1,0,0,Sushi
607815,1,0,1,0,0,Sushi
601609,1,0,1,0,0,Sushi
602657,1,0,1,0,0,Sushi
616449,1,1,0,0,0,Sushi
501893,1,0,1,0,0,Sushi
507448,1,1,0,0,0,Sushi
606556,1,1,1,0,0,Sushi
724326,0,1,1,0,0,Sushi
616945,0,1,0,0,0,Sushi
630962,0,0,1,0,1,Sushi
715814,1,0,1,1,0,Sushi
502799,0,0,1,0,0,Sushi
605278,1,0,1,0,0,Sushi
388888,1,0,1,1,0,Sushi
519548,0,1,1,0,1,Sushi
405521,1,1,0,0,0,Sushi
607410,0,0,0,0,1,Sushi
715795,1,0,0,0,1,Sushi
625326,1,1,1,0,0,Sushi
627220,1,1,1,0,0,Sushi
634964,0,0,1,0,0,Sushi
722500,1,0,1,1,0,Sushi
602824,0,0,1,0,1,Sushi
618355,0,0,1,0,0,Sushi
611097,0,0,1,0,0,Sushi
634328,0,0,0,0,1,Sushi
607160,0,1,1,0,0,Sushi
728522,1,0,1,0,0,Sushi
718570,1,0,1,0,0,Sushi
714598,1,1,1,0,0,Sushi
601950,1,0,1,0,0,Sushi
