id,Q6: What drink would you pair with this food item?,Label
718026,pepsi,Pizza
616713,Water,Pizza
602533,Coke,Pizza
522345,Soda,Pizza
629758,diet coke,Pizza
631496,Coke,Pizza
491374,Coca-Cola,Pizza
632051,Coke,Pizza
409930,water,Pizza
632975,Coke,Pizza
407221,Pepsi,Pizza
204508,sprite,Pizza
618700,soda,Pizza
627792,Pepsi.,Pizza
712054,Coke,Pizza
631881,"Soda (i.e. Coke, Pepsi, etc.)",Pizza
716188,Coke,Pizza
628744,Coca Cola,Pizza
604132,Soda,Pizza
629807,Water,Pizza
741428,Pepsi,Pizza
633024,water,Pizza
631221,A soda,Pizza
601983,Coke,Pizza
603007,Iced Tea,Pizza
601217,Diet coke,Pizza
629221,Coke,Pizza
634705,Orange Crush Soda,Pizza
630070,coke,Pizza
630006,Coke,Pizza
629072,Soda,Pizza
630044,Diet pepsi.,Pizza
626026,sprite or juice.,Pizza
520303,Coke,Pizza
630972,Soda,Pizza
630948,soda,Pizza
626778,Coke Zero,Pizza
631181,coke,Pizza
633541,Nestea,Pizza
630098,Coke.,Pizza
629959,Water,Pizza
633097,Cola,Pizza
605290,Sprindrift,Pizza
629869,Diet coke,Pizza
632868,"Probably a fizzy drink, ideally coca-cola. ",Pizza
209691,I would pair with this food item with iced tea.,Pizza
600915,Water,Pizza
525420,Coke,Pizza
414710,Pepsi,Pizza
629985,pepsi,Pizza
523128,Sprite,Pizza
727410,Water,Pizza
616457,coke,Pizza
206487,Any soft drink,Pizza
68949,A soda,Pizza
419835,Coke,Pizza
745732,coca cola. ,Pizza
543739,Coke,Pizza
410380,Soda,Pizza
385307,coke ,Pizza
634566,Martini Cocktail ,Pizza
625818,Coca-cola,Pizza
631164,Water,Pizza
603130,Pepsi,Pizza
229211,Gingerale (Canada Dry),Pizza
626849,Pop/Soda,Pizza
634650,Coke,Pizza
632125,Sprite,Pizza
626812,ice tea,Pizza
631109,"Soda, personally Sprite. ",Pizza
716766,coca-cola,Pizza
494103,Coca cola,Pizza
628102,Water,Pizza
634683,Coke,Pizza
517774,sprite,Pizza
408898,Water,Pizza
603189,Diet Coke,Pizza
606857,Coke,Pizza
523080,soda,Pizza
631014,Fanta,Pizza
503957,Coke,Pizza
524890,Sprite,Pizza
717411,soft drink,Pizza
525311,Soda,Pizza
630967,Red Wine or Coca Cola,Pizza
604969,Soda,Pizza
524480,Mountain Dew,Pizza
630121,soft drinks,Pizza
629615,Sprite,Pizza
634977,Coca Cola,Pizza
630823,coke,Pizza
632228,Coke,Pizza
504548,Coca-Cola,Pizza
522477,Coke.,Pizza
523461,Soda,Pizza
312640,Coke a cola,Pizza
854745,Soda,Pizza
711854,Coke,Pizza
739254,Sprite,Pizza
621555,Ice tea???? Or fountain drinks in general. I like Dr. Pepper,Pizza
602482,Soda,Pizza
630416,"Water, because water is good for you",Pizza
505458,Soft drink,Pizza
296589,"Pop, soda, alcohol, or water",Pizza
604826,I will pair this food item with sparkling water.,Pizza
387820,Diet coke,Pizza
603612,Water,Pizza
712252,Coke,Pizza
742226,Soda,Pizza
712771,Orange juice,Pizza
746466,Ginger Ale,Pizza
601737,coke,Pizza
631902,Soda,Pizza
312320,i like Coke Cola the best with this pizza,Pizza
519986,Coke,Pizza
626771,"I would pair this food item with a soda of choice. For me, that would be Diet Coke. I am also a fan of pairing this food item with apple juice.",Pizza
407257,"Soda

Pop

Coke",Pizza
626883,Water,Pizza
727339,Sprite,Pizza
631448,"Coke/Diet Pepsi, although I would literally have to eat healthy for the next straight 2 weeks.",Pizza
634885,Water,Pizza
619932,Soda,Pizza
601986,Milkshake,Pizza
631141,Pepsi,Pizza
631069,Soft drink (coke/pepsi),Pizza
634508,Coke,Pizza
206744,Coke,Pizza
498213,"soda for sure, personally Diet Coke.",Pizza
627496,Coke,Pizza
629659,Kraken Spiced Rum,Pizza
630190,"Iced tea, or soda.",Pizza
401586,diet coke,Pizza
629263,Diet Pepsi,Pizza
631678,Coke,Pizza
411681,Pop,Pizza
518733,coke,Pizza
630378,Pepsi,Pizza
631142,Ginger Ale,Pizza
519976,Water,Pizza
604991,Ginger Ale,Pizza
522483,Water or juice or Ramune soda,Pizza
629723,Diet Coke,Pizza
387522,Coca Cola,Pizza
613484,Coke,Pizza
388729,I would like to take fruit team when I have a meal !,Pizza
494373,coke zero,Pizza
630977,DIp or Pop,Pizza
621982,coke,Pizza
605537,diet coke,Pizza
607073,pop drinks,Pizza
624443,Soda,Pizza
718089,Coke,Pizza
622727,Coca-Cola or water,Pizza
609617,Coca Cola,Pizza
526064,Soda,Pizza
609179,coke,Pizza
627638,A soda or iced tea - I personally like to choose iced tea over soda.,Pizza
411117,Coca-Cola,Pizza
634430,Pepsi,Pizza
631711,Coke,Pizza
606010,"Cola, but ill probably drink water.",Pizza
631436,I would pair Pepsi with Pizza.,Pizza
633712,Water,Pizza
609556,Coke,Pizza
520090,Coca-Cola,Pizza
602234,I would pair chocolate milk with pizza. Mmmm... chocolate milk...,Pizza
741592,Soda,Pizza
628547,Coca cola,Pizza
501513,Nestea,Pizza
630929,soda,Pizza
617379,Dr. Pepper,Pizza
617310,Coca-Cola ,Pizza
495424,Canada Dry,Pizza
622787,gingerale,Pizza
631716,Coca Cola,Pizza
741658,Sprite,Pizza
620745,Pop,Pizza
611932,Soda,Pizza
635602,"Soda - coke, sprite, crush, etc.",Pizza
619892,Pepsi,Pizza
529289,Coke,Pizza
630738,pop,Pizza
524766,Pop drink,Pizza
522148,cola,Pizza
601547,coke,Pizza
631046,"Pepsi, Coke",Pizza
66222,Zero sugar coca cola,Pizza
603182,Soda,Pizza
632117,"Soda like Coke, Sprite, Fanta, Crush, or Ginger Ale.",Pizza
630209,Coke,Pizza
413395,Coke or Juice,Pizza
386750,A glass of water,Pizza
617178,I would pair this item with soda.,Pizza
630128,Any soft drink,Pizza
628736,Water because cheese is very salty.,Pizza
747734,smoothie,Shawarma
517064,Water.,Shawarma
387330,Sprite,Shawarma
746750,juice,Shawarma
629285,nestea,Shawarma
743488,soda,Shawarma
523710,Coke,Shawarma
635179,Iced Tea,Shawarma
313562,crush ,Shawarma
712670,Coca-Cola,Shawarma
635627,Coke,Shawarma
524485,Coke,Shawarma
632320,ice lemon tea,Shawarma
633520,Laban Ayran ,Shawarma
606905,pineapple fanta,Shawarma
393424,Coke,Shawarma
618333,Coca cola,Shawarma
628558,tap water.,Shawarma
613776,Diet Coke,Shawarma
317214,Any drink would pair well.,Shawarma
628093,Water.,Shawarma
411781,Coke Zero,Shawarma
525567,Water,Shawarma
634455,Water.,Shawarma
498848,Pop,Shawarma
638838,Pepsi,Shawarma
411253,sprite,Shawarma
410165,pineapple juice,Shawarma
608554,Laban,Shawarma
602394,Pop,Shawarma
743623,"Pop, such as Coke or Pepsi, or Jarritos",Shawarma
87783,Yogurt Drink or Coca-Cola,Shawarma
632431,Sprite,Shawarma
744091,Water,Shawarma
519570,Soda,Shawarma
744484,Water,Shawarma
508149,Water,Shawarma
524992,pepsi,Shawarma
413570,Sprite,Shawarma
306207,Water,Shawarma
634468,Soda/Pop,Shawarma
522205,Sprite,Shawarma
5978,Soda,Shawarma
742611,"None, or maybe water.",Shawarma
631198,water,Shawarma
606150,Coca Cola.,Shawarma
313577,coke,Shawarma
629700,Water.,Shawarma
630928,coffee,Shawarma
607286,Coke,Shawarma
607609,Orange Juice,Shawarma
522890,"Sprite or any soft drinks as such. Coke, Pepsi, etc.",Shawarma
630227,Coca cola,Shawarma
603607,Pepsi,Shawarma
617029,tea,Shawarma
617462,Coke,Shawarma
633001,Iced tea,Shawarma
634690,Pepsi,Shawarma
630198,Mango Juice,Shawarma
520507,Water,Shawarma
635065,Soda,Shawarma
613209,Pepsi/Coke,Shawarma
605452,Ayran,Shawarma
24137,fruit juice,Shawarma
518809,coke,Shawarma
634646,water,Shawarma
508156,Ayran,Shawarma
632909,Coke,Shawarma
414734,cola ,Shawarma
630250,Sprite,Shawarma
411810,Mango juice,Shawarma
214145,wine,Shawarma
628986,Coca-Cola,Shawarma
211158,Soda,Shawarma
507382,Water,Shawarma
522877,water,Shawarma
635024,Water.,Shawarma
602845,"There is no specific that I like to pair with this food item, but I like to drink water.",Shawarma
519822,Coca-cola,Shawarma
600849,Water,Shawarma
605148,"Any soda: Pepsi, Coca Cola, Crush, Canada Dry",Shawarma
631600,"Water. If you have any pop, that just cancels out all of the flavor in the shawarma. A good shawarma has all the flavor you need and one does not need pop to cancel it out.",Shawarma
716142,Soda,Shawarma
525853,Orange juice,Shawarma
835124,Fanta,Shawarma
634764,Iced Tea,Shawarma
630117,Pop drink,Shawarma
631531,pepsi,Shawarma
714062,Apple juice,Shawarma
629156,Mint lemonade,Shawarma
498563,Tea,Shawarma
625319,"Soda, Water, or Coffee",Shawarma
723931,coke,Shawarma
526497,Ginger Ale,Shawarma
630999,Water,Shawarma
97339,Coke Zero,Shawarma
631909,Gingerale,Shawarma
625349,Water,Shawarma
632299,Water,Shawarma
616634,Iced Tea,Shawarma
616836,"Diet Coke

 ",Shawarma
609116,Soda,Shawarma
626789,diet coke,Shawarma
504599,Orange juice,Shawarma
632684,Coca Cola,Shawarma
522967,coca cola,Shawarma
632893,Sprite,Shawarma
632156,I would pair coke with shawarma.,Shawarma
603582,Coke,Shawarma
626754,Water,Shawarma
298481,Coke Zero,Shawarma
631583,Coke,Shawarma
718026,pepsi,Shawarma
616713,Coke,Shawarma
602533,Nestea,Shawarma
522345,Mango Juice,Shawarma
629758,diet coke,Shawarma
631496,Coke,Shawarma
491374,Ginger Ale,Shawarma
632051,Water,Shawarma
409930,water,Shawarma
632975,Water,Shawarma
407221,Pepsi,Shawarma
204508,coke,Shawarma
618700,soda,Shawarma
627792,Coca Cola.,Shawarma
712054,Nestea Iced Tea,Shawarma
631881,Beer or soda,Shawarma
716188,no drink,Shawarma
628744,Water,Shawarma
604132,Water,Shawarma
629807,Water,Shawarma
741428,Water,Shawarma
633024,Sprite,Shawarma
631221,Water,Shawarma
601983,Iced Tea,Shawarma
603007,Iced Tea,Shawarma
601217,Diet coke,Shawarma
629221,Coke,Shawarma
634705,Coca Cola,Shawarma
630070,Sprite,Shawarma
630006,Sprite,Shawarma
629072,Water,Shawarma
630044,Diet Pepsi,Shawarma
626026,sparkling water.,Shawarma
520303,Coke,Shawarma
630972,Soda,Shawarma
630948,soda,Shawarma
626778,Coke Zero,Shawarma
631181,Coke,Shawarma
633541,Nestea,Shawarma
630098,Apple juice.,Shawarma
629959,Water,Shawarma
633097,Lemonade,Shawarma
605290,Soda,Shawarma
629869,Diet coke,Shawarma
632868,I would pair the drink Pepsi with this food. ,Shawarma
209691,I would pair this food item with iced tea.,Shawarma
600915,Water,Shawarma
525420,Laban,Shawarma
414710,7UP,Shawarma
629985,Water,Shawarma
523128,Coke,Shawarma
727410,Coke,Shawarma
616457,barbican,Shawarma
206487,Coke,Shawarma
68949,Ice Tea or Lemonade,Shawarma
419835,Yogurt,Shawarma
745732,coca cola,Shawarma
543739,Coke,Shawarma
410380,Soda,Shawarma
385307,coke,Shawarma
634566,Juice,Shawarma
625818,Barbican,Shawarma
631164,Water,Shawarma
603130,Canned soda,Shawarma
229211,Gingerale (Canada Dry),Shawarma
626849,Pop/Soda,Shawarma
634650,Coke,Shawarma
632125,Water,Shawarma
626812,soft drinks,Shawarma
631109,Water,Shawarma
716766,coca-cola,Shawarma
494103,Coca cola,Shawarma
628102,Water,Shawarma
634683,Ayran,Shawarma
517774,sprite,Shawarma
408898,Water,Shawarma
603189,Ayran,Shawarma
606857,Lemon Iced Tea,Shawarma
523080,soda,Shawarma
631014,Water,Shawarma
503957,Ginger Ale,Shawarma
524890,Sprite,Shawarma
717411,iced tea,Shawarma
525311,Lemonade,Shawarma
630967,Ayran,Shawarma
604969,Soda,Shawarma
524480,Water,Shawarma
630121,soft drinks,Shawarma
629615,Barbican,Shawarma
634977,Fanta,Shawarma
630823,coke,Shawarma
632228,coke,Shawarma
504548,Water,Shawarma
522477,Coke,Shawarma
523461,Soda,Shawarma
312640,leban,Shawarma
854745,Water,Shawarma
711854,Orange juice,Shawarma
739254,Water,Shawarma
621555,Pepsi or some other soft drink.,Shawarma
602482,Soda,Shawarma
630416,Water :),Shawarma
505458,Soft,Shawarma
296589,Water,Shawarma
604826,I will pair this drink with Sparking Water.,Shawarma
387820,fanta,Shawarma
603612,Water,Shawarma
712252,Water,Shawarma
742226,Juice,Shawarma
712771,Iced tea,Shawarma
746466,Water,Shawarma
601737,coke,Shawarma
631902,Water,Shawarma
312320,I would pair Coke Cola or bottled water with Shawarma,Shawarma
519986,Sprite,Shawarma
626771,"I would pair this food item with a soda of choice. Mine would be Diet Coke. I would also pair it with water, as it can be salty.",Shawarma
407257,"Soda

Pop

Coke",Shawarma
626883,Water,Shawarma
727339,Iced Tea,Shawarma
631448,Orange Juice/ Cold water,Shawarma
634885,Water,Shawarma
619932,Juice,Shawarma
601986,Coke,Shawarma
631141,Iced Tea,Shawarma
631069,Soft Drinks (soda),Shawarma
634508,Coke,Shawarma
206744,Mango juice,Shawarma
498213,soda. Diet Coke in particular ,Shawarma
627496,Fanta,Shawarma
629659,Mango Juice,Shawarma
630190,"No drink, or iced tea.",Shawarma
401586,Diet Coke,Shawarma
629263,Coke,Shawarma
631678,Water,Shawarma
411681,Water,Shawarma
518733,coke,Shawarma
630378,Pepsi,Shawarma
631142,Sprite,Shawarma
519976,"I have no idea, I don't eat that stuff",Shawarma
604991,Water,Shawarma
522483,Water,Shawarma
629723,Pepsi,Shawarma
387522,Coca Cola,Shawarma
613484,Water,Shawarma
388729,fruit tea,Shawarma
494373,Coke zero,Shawarma
630977,Sprite,Shawarma
621982,coke,Shawarma
605537,orange juice,Shawarma
607073,pop drinks,Shawarma
624443,Water,Shawarma
718089,Pepsi,Shawarma
622727,"Iced tea, Coca-Cola, or water",Shawarma
609617,Pepsi,Shawarma
526064,Milk,Shawarma
609179,iced tea,Shawarma
627638,A soda or iced tea.,Shawarma
411117,Mango Juice,Shawarma
634430,Pepsi,Shawarma
631711,Coke,Shawarma
606010,pepsi,Shawarma
631436,I would pair Mountain Dew's Baja Blast with Shawarma. ,Shawarma
633712,Water,Shawarma
609556,Water,Shawarma
520090,Barbican,Shawarma
602234,Probably just water. Nothing crazy.,Shawarma
741592,Juice,Shawarma
628547,Water,Shawarma
501513,Sprite,Shawarma
630929,soda,Shawarma
617379,Root Beer,Shawarma
617310,Lemonade,Shawarma
495424,Water,Shawarma
622787,chocolate milk,Shawarma
631716,Water,Shawarma
741658,No drink,Shawarma
620745,Pop,Shawarma
611932,Mango lassi,Shawarma
635602,iced tea/lemonade,Shawarma
619892,lemonade,Shawarma
529289,Iced Tea,Shawarma
630738,water,Shawarma
524766,Dairy,Shawarma
522148,cola,Shawarma
601547,water,Shawarma
631046,Pepsi,Shawarma
66222,Zero sugar coca cola,Shawarma
603182,Soda,Shawarma
632117,Water.,Shawarma
630209,Coke,Shawarma
413395,Coke or Juice,Shawarma
386750,A coca cola ,Shawarma
617178,Nothing in particular– I would say water.,Shawarma
630128,Any soft drink,Shawarma
628736,"I would have milk and water (in separate cups of course). Milk in case it gets too spicy, and water in case it is too salty.",Shawarma
747734,sake,Sushi
517064,Water,Sushi
387330,Rice wine,Sushi
746750,water,Sushi
629285,milk tea,Sushi
743488,water,Sushi
523710,Coke,Sushi
635179,Water,Sushi
313562,water ,Sushi
712670,green tea or water,Sushi
635627,Water,Sushi
524485,Coke,Sushi
632320,water,Sushi
633520,Water,Sushi
606905,misso soup,Sushi
393424,Sake,Sushi
618333,Soju,Sushi
628558,miso soup,Sushi
613776,Jasmine Tea,Sushi
317214,A tea would pair well,Sushi
628093,Water,Sushi
411781,Coke Zero,Sushi
525567,Water,Sushi
634455,Soju,Sushi
498848,Sake,Sushi
638838,Water,Sushi
411253,sprite,Sushi
410165,water,Sushi
608554,Water,Sushi
602394,Water,Sushi
743623,Water or Jarritos,Sushi
87783,Coca-Cola or Beer,Sushi
632431,Water,Sushi
744091,Water,Sushi
519570,Water,Sushi
744484,Water,Sushi
508149,Green Tea,Sushi
524992,water,Sushi
413570,Green tea,Sushi
306207,Water,Sushi
634468,Tea,Sushi
522205,Green Tea,Sushi
5978,Water,Sushi
742611,"stereotypically nihonshu, but maybe tea and water too.",Sushi
631198,water,Sushi
606150,Coca Cola.,Sushi
313577,coke,Sushi
629700,Water,Sushi
630928,Barley tea,Sushi
607286,Milk,Sushi
607609,Sake,Sushi
522890,Water,Sushi
630227,Water,Sushi
603607,Water,Sushi
617029,Sparkling water,Sushi
617462,Sake,Sushi
633001,Water,Sushi
634690,Water,Sushi
630198,water,Sushi
520507,Water,Sushi
635065,Beer,Sushi
613209,Water,Sushi
605452,Sake,Sushi
24137,water,Sushi
518809,coke,Sushi
634646,water,Sushi
508156,Water,Sushi
632909,green tea,Sushi
414734,sake,Sushi
630250,green tea,Sushi
411810,Water,Sushi
214145,powerade,Sushi
628986,Soda,Sushi
211158,miso soup,Sushi
507382,Green Tea,Sushi
522877,Water,Sushi
635024,Water,Sushi
602845,I like traditional green tea with it.,Sushi
519822,Water,Sushi
600849,Water,Sushi
605148,"Water, green tea",Sushi
631600,Water,Sushi
716142,Green Tea,Sushi
525853,Water,Sushi
835124,Green Tea,Sushi
634764,Water,Sushi
630117,Hot matcha,Sushi
631531,water,Sushi
714062,Green Tea,Sushi
629156,Green tea,Sushi
498563,Green tea,Sushi
625319,Water or fruit juice.,Sushi
723931,matcha,Sushi
526497,Mango Juice,Sushi
630999,Green tea,Sushi
97339,Water,Sushi
631909,Green Tea,Sushi
625349,Bubble Milk Tea,Sushi
632299,Tea,Sushi
616634,Water,Sushi
616836,Diet Coke,Sushi
609116,tea,Sushi
626789,diet coke,Sushi
504599,Barley tea,Sushi
632684,Coca Cola,Sushi
522967,water,Sushi
632893,Water,Sushi
632156,I would pair tea with sushi.,Sushi
603582,Rice wine,Sushi
626754,Water,Sushi
298481,Milk Tea,Sushi
631583,ALCOHOLIC SAKE,Sushi
718026,pepsi,Sushi
616713,Sake,Sushi
602533,Water,Sushi
522345,straight soy sauce by the gallon,Sushi
629758,tea,Sushi
631496,Water,Sushi
491374,Hot Tea,Sushi
632051,Bubble Tea,Sushi
409930,tea,Sushi
632975,Water,Sushi
407221,Pepsi,Sushi
204508,tea,Sushi
618700,tea,Sushi
627792,Water.,Sushi
712054,Barley Tea,Sushi
631881,Sake or sparkling water,Sushi
716188,tea,Sushi
628744,Water,Sushi
604132,Water,Sushi
629807,water,Sushi
741428,None,Sushi
633024,water,Sushi
631221,Tea,Sushi
601983,Tea,Sushi
603007,Ramune,Sushi
601217,Diet coke,Sushi
629221,Water,Sushi
634705,Water,Sushi
630070,No Drink,Sushi
630006,Mango Pulp,Sushi
629072,Soup,Sushi
630044,Tea,Sushi
626026,Water.,Sushi
520303,tea,Sushi
630972,Water,Sushi
630948,water,Sushi
626778,Coke Zero,Sushi
631181,water,Sushi
633541,Water,Sushi
630098,Water.,Sushi
629959,Water,Sushi
633097,Sake,Sushi
605290,Matcha tea,Sushi
629869,diet brisk,Sushi
632868,I would have water to pair with this food. ,Sushi
209691,I would pair green tea with this food item.,Sushi
600915,Water,Sushi
525420,Ramune,Sushi
414710,Water,Sushi
629985,Water,Sushi
523128,Sake,Sushi
727410,water,Sushi
616457,sake,Sushi
206487,Coke,Sushi
68949,"Water, Tea or Lemonade",Sushi
419835,Water,Sushi
745732,coca cola,Sushi
543739,Water,Sushi
410380,Sake,Sushi
385307,soup ,Sushi
634566,Sake ,Sushi
625818,Water,Sushi
631164,Water,Sushi
603130,Yakult,Sushi
229211,Miso soup,Sushi
626849,Water,Sushi
634650,Water,Sushi
632125,Water,Sushi
626812,water,Sushi
631109,Water or maybe juice,Sushi
716766,barley tea,Sushi
494103,Coca cola,Sushi
628102,Water,Sushi
634683,Tea,Sushi
517774,sprite,Sushi
408898,Water,Sushi
603189,water,Sushi
606857,Iced Tea,Sushi
523080,water,Sushi
631014,Coca Cola,Sushi
503957,Saporo,Sushi
524890,Sake,Sushi
717411,iced tea,Sushi
525311,Tea,Sushi
630967,Water,Sushi
604969,Sparkling water,Sushi
524480,Water,Sushi
630121,water,Sushi
629615,Jasmine tea,Sushi
634977,water,Sushi
630823,Coke,Sushi
632228,Water,Sushi
504548,Soy Sauce,Sushi
522477,Nestea,Sushi
523461,Sake,Sushi
312640,Yuzu the alcoholic drink,Sushi
854745,Tea,Sushi
711854,Water,Sushi
739254,Water,Sushi
621555,Tea and water.,Sushi
602482,Water,Sushi
630416,Water ,Sushi
505458,Tea,Sushi
296589,"Water, sake",Sushi
604826,I will pair this food item with green tea.,Sushi
387820,coca cola,Sushi
603612,Sake,Sushi
712252,Water,Sushi
742226,Alcohol,Sushi
712771,Hot tea,Sushi
746466,Green Tea,Sushi
601737,green tea,Sushi
631902,Water,Sushi
312320,"I think of sake, suju and Coke Cola for sushi food item",Sushi
519986,water,Sushi
626771,"I would pair this food item with a green tea or simply just water. The reason I say green tea is because it can be hard to digest, so the tea helps! Often times, restaurants/buffets that serve this food will also make green tea an optional drink!",Sushi
407257,Cocktail,Sushi
626883,Water,Sushi
727339,Miso soup,Sushi
631448,Tea,Sushi
634885,Tea,Sushi
619932,Tea,Sushi
601986,rice tea,Sushi
631141,Jasmine tea,Sushi
631069,Tea,Sushi
634508,Soju,Sushi
206744,water,Sushi
498213,I would pair it with water to reserve the sushi taste.,Sushi
627496,Soju,Sushi
629659,Sake,Sushi
630190,Water.,Sushi
401586,tea,Sushi
629263,Lemonade,Sushi
631678,Tea,Sushi
411681,Water,Sushi
518733,water,Sushi
630378,Iced Tea,Sushi
631142,Water,Sushi
519976,Tea,Sushi
604991,Water,Sushi
522483,water or tea,Sushi
629723,Baijiu,Sushi
387522,Green Tea,Sushi
613484,Ice tea,Sushi
388729,fruit tea,Sushi
494373,"Barley tea
----------",Sushi
630977,Water,Sushi
621982,coke,Sushi
605537,soft drink,Sushi
607073,just water,Sushi
624443,Tea,Sushi
718089,Sake,Sushi
622727,Water or tea,Sushi
609617,Iced Tea,Sushi
526064,Water,Sushi
609179,milk,Sushi
627638,Tea or water.,Sushi
411117,Water,Sushi
634430,Juice,Sushi
631711,Root beer,Sushi
606010,green tea,Sushi
631436,I would pair classic water with sushi to bring out its umami flavour. ,Sushi
633712,Water,Sushi
609556,Ocha,Sushi
520090,Green Tea,Sushi
602234,I would pair bubble tea with sushi. Mmmmm... boba...,Sushi
741592,Water,Sushi
628547,Tea,Sushi
501513,Soju,Sushi
630929,tea,Sushi
617379,Mango juice,Sushi
617310,Water,Sushi
495424,Sake,Sushi
622787,tea,Sushi
631716,Green Tea,Sushi
741658,soup ?,Sushi
620745,Water,Sushi
611932,Water,Sushi
635602,water,Sushi
619892,Pepsi,Sushi
529289,Iced Tea,Sushi
630738,miso soup,Sushi
524766,Water or soup,Sushi
522148,rice wine,Sushi
601547,tea,Sushi
631046,Tea,Sushi
66222,Zero sugar coca cola,Sushi
603182,Juice,Sushi
632117,Water.,Sushi
630209,Ginger tea,Sushi
413395,Soup,Sushi
386750,Water,Sushi
617178,Nothing in particular– probably just water,Sushi
630128,Any tea,Sushi
628736,Milk. Especially if eaten with wasabi to put out any flames from the spiciness.,Sushi
