id,hot_sauce,Label
716549,2,Pizza
715742,1,Pizza
727333,3,Pizza
606874,4,Pizza
505318,2,Pizza
605771,1,Pizza
606929,1,Pizza
609789,3,Pizza
644623,1,Pizza
626792,4,Pizza
714863,1,Pizza
602805,2,Pizza
602526,1,Pizza
497421,1,Pizza
389328,3,Pizza
289931,2,Pizza
620148,3,Pizza
387155,2,Pizza
516975,1,Pizza
630825,1,Pizza
614043,1,Pizza
521125,2,Pizza
627780,1,Pizza
492744,2,Pizza
618747,1,Pizza
607815,2,Pizza
601609,1,Pizza
602657,1,Pizza
616449,2,Pizza
501893,1,Pizza
507448,2,Pizza
606556,2,Pizza
724326,1,Pizza
616945,3,Pizza
630962,1,Pizza
715814,2,Pizza
502799,1,Pizza
605278,2,Pizza
388888,2,Pizza
519548,2,Pizza
405521,3,Pizza
607410,1,Pizza
715795,1,Pizza
625326,2,Pizza
627220,2,Pizza
634964,1,Pizza
722500,3,Pizza
602824,1,Pizza
618355,1,Pizza
611097,2,Pizza
634328,1,Pizza
607160,2,Pizza
728522,4,Pizza
718570,1,Pizza
714598,2,Pizza
601950,1,Pizza
612478,3,Pizza
501416,2,Pizza
629710,2,Pizza
502610,1,Pizza
603476,1,Pizza
600957,1,Pizza
713423,2,Pizza
722431,1,Pizza
633234,1,Pizza
148179,2,Pizza
715845,1,Pizza
632153,1,Pizza
606552,2,Pizza
738409,1,Pizza
612096,4,Pizza
743537,1,Pizza
632896,2,Pizza
605207,1,Pizza
617542,2,Pizza
719554,1,Pizza
627427,2,Pizza
411315,2,Pizza
631507,4,Pizza
627798,2,Pizza
712093,2,Pizza
627488,2,Pizza
626493,1,Pizza
601363,3,Pizza
712898,1,Pizza
603398,3,Pizza
631012,1,Pizza
601848,1,Pizza
612131,2,Pizza
408630,2,Pizza
632091,3,Pizza
601122,1,Pizza
602871,2,Pizza
520828,3,Pizza
514199,1,Pizza
389697,2,Pizza
714430,2,Pizza
612567,3,Pizza
744468,1,Pizza
502722,4,Pizza
519681,1,Pizza
631125,1,Pizza
606119,1,Pizza
627252,1,Pizza
616568,2,Pizza
603838,3,Pizza
719735,2,Pizza
608062,1,Pizza
608704,1,Pizza
520383,2,Pizza
603793,3,Pizza
603933,1,Pizza
605519,3,Pizza
524803,1,Pizza
629712,2,Pizza
627505,1,Pizza
526131,1,Pizza
607065,2,Pizza
500077,1,Pizza
633350,2,Pizza
601945,2,Pizza
629878,2,Pizza
712766,1,Pizza
603664,1,Pizza
840827,1,Pizza
604897,1,Pizza
525422,1,Pizza
602560,3,Pizza
738379,2,Pizza
622023,1,Pizza
604770,2,Pizza
608318,1,Pizza
626757,4,Pizza
745297,1,Pizza
627599,1,Pizza
520037,1,Pizza
632189,1,Pizza
627636,1,Pizza
295428,1,Pizza
228777,1,Pizza
609278,1,Pizza
614089,1,Pizza
607517,2,Pizza
714607,1,Pizza
716650,3,Pizza
497695,2,Pizza
496858,2,Pizza
608688,1,Pizza
604386,1,Pizza
628559,1,Pizza
715152,1,Pizza
604110,1,Pizza
629010,2,Pizza
605254,3,Pizza
628990,2,Pizza
625295,1,Pizza
603415,2,Pizza
635533,2,Pizza
630389,4,Pizza
714901,3,Pizza
629792,1,Pizza
629025,1,Pizza
524441,1,Pizza
389109,1,Pizza
631216,3,Pizza
738875,2,Pizza
634669,1,Pizza
409940,3,Pizza
399605,1,Pizza
721831,1,Pizza
835223,3,Pizza
712938,1,Pizza
395712,3,Pizza
603388,2,Pizza
617774,1,Pizza
289440,3,Pizza
714503,4,Pizza
714893,3,Pizza
601094,1,Pizza
618150,3,Pizza
607944,1,Pizza
629844,1,Pizza
626482,1,Pizza
609257,1,Pizza
717921,2,Pizza
181851,4,Pizza
629041,1,Pizza
604062,4,Pizza
716749,2,Pizza
633143,1,Pizza
743828,3,Pizza
520861,1,Pizza
517019,1,Pizza
626779,2,Pizza
611716,1,Pizza
193195,2,Pizza
627530,2,Pizza
626479,1,Pizza
624540,3,Pizza
625315,2,Pizza
601941,4,Pizza
723968,1,Pizza
715806,1,Pizza
720045,4,Pizza
713585,1,Pizza
611188,1,Pizza
606726,1,Pizza
629142,1,Pizza
634825,1,Pizza
613409,3,Pizza
633224,1,Pizza
738850,1,Pizza
500470,1,Pizza
13183,1,Pizza
627169,3,Pizza
229041,1,Pizza
496344,2,Pizza
409723,1,Pizza
630949,1,Pizza
413014,2,Pizza
310438,1,Pizza
627430,2,Pizza
526510,1,Pizza
390823,2,Pizza
717116,2,Pizza
712143,2,Pizza
612538,1,Pizza
627539,3,Pizza
603812,2,Pizza
740568,1,Pizza
712702,1,Pizza
519638,2,Pizza
627800,2,Pizza
406863,1,Pizza
726962,1,Pizza
628077,1,Pizza
601693,1,Pizza
517096,1,Pizza
606821,1,Pizza
455047,3,Pizza
625576,2,Pizza
716549,4,Shawarma
715742,1,Shawarma
727333,2,Shawarma
606874,3,Shawarma
505318,3,Shawarma
605771,2,Shawarma
606929,3,Shawarma
609789,3,Shawarma
644623,1,Shawarma
626792,4,Shawarma
714863,1,Shawarma
602805,2,Shawarma
602526,2,Shawarma
497421,3,Shawarma
389328,4,Shawarma
289931,1,Shawarma
620148,2,Shawarma
387155,3,Shawarma
516975,2,Shawarma
630825,1,Shawarma
614043,3,Shawarma
521125,1,Shawarma
627780,2,Shawarma
492744,4,Shawarma
618747,3,Shawarma
607815,2,Shawarma
601609,3,Shawarma
602657,2,Shawarma
616449,3,Shawarma
501893,3,Shawarma
507448,3,Shawarma
606556,1,Shawarma
724326,1,Shawarma
616945,3,Shawarma
630962,2,Shawarma
715814,1,Shawarma
502799,2,Shawarma
605278,3,Shawarma
388888,3,Shawarma
519548,3,Shawarma
405521,3,Shawarma
607410,3,Shawarma
715795,2,Shawarma
625326,2,Shawarma
627220,3,Shawarma
634964,2,Shawarma
722500,3,Shawarma
602824,2,Shawarma
618355,3,Shawarma
611097,3,Shawarma
634328,2,Shawarma
607160,3,Shawarma
728522,4,Shawarma
718570,2,Shawarma
714598,3,Shawarma
601950,2,Shawarma
612478,3,Shawarma
501416,3,Shawarma
629710,2,Shawarma
502610,3,Shawarma
603476,3,Shawarma
600957,2,Shawarma
713423,4,Shawarma
722431,1,Shawarma
633234,4,Shawarma
148179,3,Shawarma
715845,2,Shawarma
632153,4,Shawarma
606552,2,Shawarma
738409,2,Shawarma
612096,4,Shawarma
743537,1,Shawarma
632896,3,Shawarma
605207,2,Shawarma
617542,3,Shawarma
719554,2,Shawarma
627427,3,Shawarma
411315,4,Shawarma
631507,2,Shawarma
627798,1,Shawarma
712093,3,Shawarma
627488,3,Shawarma
626493,3,Shawarma
601363,4,Shawarma
712898,2,Shawarma
603398,3,Shawarma
631012,3,Shawarma
601848,1,Shawarma
612131,3,Shawarma
408630,2,Shawarma
632091,4,Shawarma
601122,3,Shawarma
602871,1,Shawarma
520828,3,Shawarma
514199,2,Shawarma
389697,2,Shawarma
714430,2,Shawarma
612567,1,Shawarma
744468,1,Shawarma
502722,3,Shawarma
519681,3,Shawarma
631125,3,Shawarma
606119,2,Shawarma
627252,3,Shawarma
616568,3,Shawarma
603838,2,Shawarma
719735,4,Shawarma
608062,3,Shawarma
608704,4,Shawarma
520383,4,Shawarma
603793,4,Shawarma
603933,1,Shawarma
605519,4,Shawarma
524803,2,Shawarma
629712,2,Shawarma
627505,2,Shawarma
526131,3,Shawarma
607065,3,Shawarma
500077,3,Shawarma
633350,2,Shawarma
601945,3,Shawarma
629878,2,Shawarma
712766,3,Shawarma
603664,1,Shawarma
840827,1,Shawarma
604897,4,Shawarma
525422,2,Shawarma
602560,4,Shawarma
738379,3,Shawarma
622023,4,Shawarma
604770,1,Shawarma
608318,3,Shawarma
626757,4,Shawarma
745297,4,Shawarma
627599,1,Shawarma
520037,3,Shawarma
632189,1,Shawarma
627636,3,Shawarma
295428,2,Shawarma
228777,2,Shawarma
609278,1,Shawarma
614089,3,Shawarma
607517,3,Shawarma
714607,2,Shawarma
716650,4,Shawarma
497695,3,Shawarma
496858,3,Shawarma
608688,2,Shawarma
604386,2,Shawarma
628559,2,Shawarma
715152,1,Shawarma
604110,1,Shawarma
629010,3,Shawarma
605254,2,Shawarma
628990,1,Shawarma
625295,1,Shawarma
603415,3,Shawarma
635533,3,Shawarma
630389,3,Shawarma
714901,2,Shawarma
629792,2,Shawarma
629025,3,Shawarma
524441,2,Shawarma
389109,1,Shawarma
631216,2,Shawarma
738875,3,Shawarma
634669,3,Shawarma
409940,2,Shawarma
399605,1,Shawarma
721831,4,Shawarma
835223,4,Shawarma
712938,4,Shawarma
395712,2,Shawarma
603388,2,Shawarma
617774,1,Shawarma
289440,3,Shawarma
714503,2,Shawarma
714893,3,Shawarma
601094,2,Shawarma
618150,4,Shawarma
607944,3,Shawarma
629844,2,Shawarma
626482,2,Shawarma
609257,2,Shawarma
717921,3,Shawarma
181851,4,Shawarma
629041,2,Shawarma
604062,3,Shawarma
716749,3,Shawarma
633143,2,Shawarma
743828,4,Shawarma
520861,3,Shawarma
517019,3,Shawarma
626779,3,Shawarma
611716,2,Shawarma
193195,4,Shawarma
627530,4,Shawarma
626479,3,Shawarma
624540,3,Shawarma
625315,4,Shawarma
601941,4,Shawarma
723968,1,Shawarma
715806,1,Shawarma
720045,4,Shawarma
713585,3,Shawarma
611188,3,Shawarma
606726,2,Shawarma
629142,3,Shawarma
634825,4,Shawarma
613409,1,Shawarma
633224,2,Shawarma
738850,4,Shawarma
500470,2,Shawarma
13183,2,Shawarma
627169,2,Shawarma
229041,2,Shawarma
496344,2,Shawarma
409723,2,Shawarma
630949,2,Shawarma
413014,2,Shawarma
310438,4,Shawarma
627430,4,Shawarma
526510,3,Shawarma
390823,3,Shawarma
717116,3,Shawarma
712143,3,Shawarma
612538,4,Shawarma
627539,2,Shawarma
603812,2,Shawarma
740568,2,Shawarma
712702,2,Shawarma
519638,3,Shawarma
627800,2,Shawarma
406863,3,Shawarma
726962,2,Shawarma
628077,3,Shawarma
601693,2,Shawarma
517096,3,Shawarma
606821,3,Shawarma
455047,3,Shawarma
625576,3,Shawarma
716549,2,Sushi
715742,1,Sushi
727333,2,Sushi
606874,1,Sushi
505318,3,Sushi
605771,1,Sushi
606929,3,Sushi
609789,4,Sushi
644623,1,Sushi
626792,3,Sushi
714863,1,Sushi
602805,1,Sushi
602526,2,Sushi
497421,1,Sushi
389328,3,Sushi
289931,1,Sushi
620148,3,Sushi
387155,1,Sushi
516975,1,Sushi
630825,1,Sushi
614043,1,Sushi
521125,1,Sushi
627780,1,Sushi
492744,2,Sushi
618747,1,Sushi
607815,1,Sushi
601609,1,Sushi
602657,3,Sushi
616449,1,Sushi
501893,3,Sushi
507448,1,Sushi
606556,1,Sushi
724326,2,Sushi
616945,1,Sushi
630962,1,Sushi
715814,3,Sushi
502799,1,Sushi
605278,1,Sushi
388888,1,Sushi
519548,1,Sushi
405521,1,Sushi
607410,1,Sushi
715795,1,Sushi
625326,1,Sushi
627220,1,Sushi
634964,1,Sushi
722500,1,Sushi
602824,1,Sushi
618355,1,Sushi
611097,3,Sushi
634328,2,Sushi
607160,3,Sushi
728522,1,Sushi
718570,3,Sushi
714598,1,Sushi
601950,1,Sushi
612478,1,Sushi
501416,1,Sushi
629710,3,Sushi
502610,1,Sushi
603476,1,Sushi
600957,1,Sushi
713423,2,Sushi
722431,1,Sushi
633234,2,Sushi
148179,1,Sushi
715845,1,Sushi
632153,3,Sushi
606552,1,Sushi
738409,1,Sushi
612096,3,Sushi
743537,1,Sushi
632896,3,Sushi
605207,1,Sushi
617542,1,Sushi
719554,1,Sushi
627427,1,Sushi
411315,1,Sushi
631507,1,Sushi
627798,1,Sushi
712093,1,Sushi
627488,2,Sushi
626493,1,Sushi
601363,2,Sushi
712898,1,Sushi
603398,2,Sushi
631012,1,Sushi
601848,1,Sushi
612131,2,Sushi
408630,1,Sushi
632091,1,Sushi
601122,1,Sushi
602871,1,Sushi
520828,1,Sushi
514199,2,Sushi
389697,1,Sushi
714430,1,Sushi
612567,1,Sushi
744468,1,Sushi
502722,1,Sushi
519681,1,Sushi
631125,1,Sushi
606119,2,Sushi
627252,2,Sushi
616568,2,Sushi
603838,1,Sushi
719735,1,Sushi
608062,1,Sushi
608704,1,Sushi
520383,1,Sushi
603793,2,Sushi
603933,1,Sushi
605519,2,Sushi
524803,1,Sushi
629712,1,Sushi
627505,3,Sushi
526131,1,Sushi
607065,2,Sushi
500077,3,Sushi
633350,1,Sushi
601945,2,Sushi
629878,4,Sushi
712766,1,Sushi
603664,1,Sushi
840827,1,Sushi
604897,1,Sushi
525422,3,Sushi
602560,1,Sushi
738379,1,Sushi
622023,3,Sushi
604770,1,Sushi
608318,1,Sushi
626757,1,Sushi
745297,2,Sushi
627599,1,Sushi
520037,1,Sushi
632189,1,Sushi
627636,2,Sushi
295428,1,Sushi
228777,1,Sushi
609278,1,Sushi
614089,1,Sushi
607517,1,Sushi
714607,1,Sushi
716650,2,Sushi
497695,1,Sushi
496858,1,Sushi
608688,3,Sushi
604386,1,Sushi
628559,1,Sushi
715152,1,Sushi
604110,1,Sushi
629010,1,Sushi
605254,1,Sushi
628990,1,Sushi
625295,1,Sushi
603415,1,Sushi
635533,1,Sushi
630389,1,Sushi
714901,1,Sushi
629792,1,Sushi
629025,1,Sushi
524441,1,Sushi
389109,1,Sushi
631216,4,Sushi
738875,2,Sushi
634669,1,Sushi
409940,1,Sushi
399605,1,Sushi
721831,1,Sushi
835223,2,Sushi
712938,1,Sushi
395712,2,Sushi
603388,1,Sushi
617774,1,Sushi
289440,1,Sushi
714503,2,Sushi
714893,1,Sushi
601094,3,Sushi
618150,2,Sushi
607944,1,Sushi
629844,1,Sushi
626482,1,Sushi
609257,1,Sushi
717921,1,Sushi
181851,1,Sushi
629041,1,Sushi
604062,1,Sushi
716749,2,Sushi
633143,1,Sushi
743828,1,Sushi
520861,1,Sushi
517019,1,Sushi
626779,1,Sushi
611716,1,Sushi
193195,2,Sushi
627530,1,Sushi
626479,1,Sushi
624540,1,Sushi
625315,1,Sushi
601941,1,Sushi
723968,2,Sushi
715806,1,Sushi
720045,1,Sushi
713585,1,Sushi
611188,1,Sushi
606726,1,Sushi
629142,1,Sushi
634825,1,Sushi
613409,2,Sushi
633224,1,Sushi
738850,2,Sushi
500470,1,Sushi
13183,1,Sushi
627169,1,Sushi
229041,1,Sushi
496344,1,Sushi
409723,1,Sushi
630949,1,Sushi
413014,3,Sushi
310438,1,Sushi
627430,2,Sushi
526510,4,Sushi
390823,1,Sushi
717116,1,Sushi
712143,4,Sushi
612538,1,Sushi
627539,1,Sushi
603812,1,Sushi
740568,1,Sushi
712702,1,Sushi
519638,1,Sushi
627800,1,Sushi
406863,1,Sushi
726962,1,Sushi
628077,1,Sushi
601693,1,Sushi
517096,4,Sushi
606821,1,Sushi
455047,1,Sushi
625576,1,Sushi
747734,3,Pizza
517064,1,Pizza
387330,2,Pizza
746750,2,Pizza
629285,4,Pizza
743488,1,Pizza
523710,1,Pizza
635179,2,Pizza
313562,3,Pizza
712670,2,Pizza
635627,1,Pizza
524485,1,Pizza
632320,3,Pizza
633520,2,Pizza
606905,3,Pizza
393424,1,Pizza
618333,2,Pizza
628558,2,Pizza
613776,1,Pizza
317214,3,Pizza
628093,1,Pizza
411781,1,Pizza
525567,2,Pizza
634455,3,Pizza
498848,1,Pizza
638838,1,Pizza
411253,1,Pizza
410165,1,Pizza
608554,3,Pizza
602394,3,Pizza
743623,3,Pizza
87783,1,Pizza
632431,4,Pizza
744091,1,Pizza
519570,1,Pizza
744484,2,Pizza
508149,3,Pizza
524992,4,Pizza
413570,1,Pizza
306207,3,Pizza
634468,2,Pizza
522205,3,Pizza
5978,1,Pizza
742611,1,Pizza
631198,4,Pizza
606150,1,Pizza
313577,1,Pizza
629700,1,Pizza
630928,1,Pizza
607286,2,Pizza
607609,3,Pizza
522890,1,Pizza
630227,1,Pizza
603607,1,Pizza
617029,2,Pizza
617462,1,Pizza
633001,1,Pizza
634690,2,Pizza
630198,1,Pizza
520507,2,Pizza
635065,1,Pizza
613209,2,Pizza
605452,1,Pizza
24137,1,Pizza
518809,2,Pizza
634646,1,Pizza
508156,2,Pizza
632909,1,Pizza
414734,4,Pizza
630250,1,Pizza
411810,1,Pizza
214145,4,Pizza
628986,4,Pizza
211158,1,Pizza
507382,2,Pizza
522877,2,Pizza
635024,1,Pizza
602845,2,Pizza
519822,3,Pizza
600849,1,Pizza
605148,1,Pizza
631600,1,Pizza
716142,1,Pizza
525853,1,Pizza
835124,1,Pizza
634764,1,Pizza
630117,1,Pizza
631531,1,Pizza
714062,2,Pizza
629156,2,Pizza
498563,1,Pizza
625319,3,Pizza
723931,1,Pizza
526497,2,Pizza
630999,1,Pizza
97339,3,Pizza
631909,1,Pizza
625349,2,Pizza
632299,2,Pizza
616634,2,Pizza
616836,3,Pizza
609116,1,Pizza
626789,1,Pizza
504599,3,Pizza
